source,source_place_id,name,region,sigungu,category,description,road_address,lot_address,latitude,longitude,phone,website_url,image_url,duration_minutes,indoor,rain_ok,family_friendly,parking_available,wheelchair_accessible,pet_friendly,requires_reservation,price_min,price_max,status,public_transport_score,source_url,source_updated_at,last_verified_at,license,quality_status
tourapi,2614773,덕산너덜 (무등산권 국가지질공원),광주 북구,북구,관광지,,전남광주통합특별시 북구 무등로 1550 (금곡동),,35.14414583,126.9890014,수목원정원사업소 지질공원과 062-613-7853,,http://tong.visitkorea.or.kr/cms/resource/17/2917917_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,1620893,도림사(광주),광주 광산구,광산구,관광지,,전남광주통합특별시 광산구 도림하길 33 (도덕동),,35.16669954,126.7007374,062-940-8225,,http://tong.visitkorea.or.kr/cms/resource/40/3366540_image2_1.jpg,90,False,False,False,False,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2565865,동리단길 카페거리,광주 동구,동구,관광지,,전남광주통합특별시 동구 동명동,,35.14925254,126.926729,전남광주통합특별시 관광안내소 062-365-8733,,http://tong.visitkorea.or.kr/cms/resource/70/3337270_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,1620808,두남제,광주 광산구,광산구,관광지,,전남광주통합특별시 광산구 광산동 277,,35.24378048,126.7462954,062-960-8225,,http://tong.visitkorea.or.kr/cms/resource/71/3366471_image2_1.jpg,90,False,False,False,False,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,3353800,뜻모아센터,광주 북구,북구,관광지,,전남광주통합특별시 북구 서하로245번길 42 (오치동) 3층 302호,,35.18920604,126.9076408,010-7173-0808,,http://tong.visitkorea.or.kr/cms/resource/53/3353753_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,2614783,무등산 정상3봉 (무등산 국가지질공원),광주 북구,북구,관광지,,전남광주통합특별시 북구 무등로 1550 (금곡동),,35.14427915,126.988882,062-613-7853,,http://tong.visitkorea.or.kr/cms/resource/78/2614778_image2_1.bmp,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,1074432,무등산 주상절리대,광주 동구,동구,관광지,,전남광주통합특별시 동구 용연동 산 354-1,,35.12024037,126.999015,062-227-1187,,http://tong.visitkorea.or.kr/cms/resource/23/3029123_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,129201,무양서원,광주 광산구,광산구,관광지,,전남광주통합특별시 광산구 산월로21번길 26,,35.20999699,126.8401046,062-960-8255,,http://tong.visitkorea.or.kr/cms/resource/21/3033521_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2614815,백마능선 (무등산권 국가지질공원),광주 북구,북구,관광지,,전남광주통합특별시 북구 무등로 1550 (금곡동),,35.14414583,126.9890014,지질공원과 062-613-7853,,http://tong.visitkorea.or.kr/cms/resource/14/2614814_image2_1.bmp,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,742332,부용정,광주 남구,남구,관광지,,전남광주통합특별시 남구 칠석동 129,,35.06976277,126.8366334,전남광주통합특별시 남구 문화관광과 062-607-2332,,http://tong.visitkorea.or.kr/cms/resource/18/3367718_image2_1.jpg,90,False,False,False,False,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,2783824,산동교친수공원,광주 북구,북구,관광지,,전남광주통합특별시 북구 동림동 130-15,,35.18970799,126.8619976,전남광주통합특별시 북구청 공원녹지과 062-410-6441,,http://tong.visitkorea.or.kr/cms/resource/20/3528420_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,129199,삼거동 고인돌,광주 광산구,광산구,관광지,,전남광주통합특별시 광산구 삼거동 산50,,35.15229514,126.6725736,전남광주통합특별시 송정역관광안내소 062-944-9044,,http://tong.visitkorea.or.kr/cms/resource/00/3530000_image2_1.jpg,90,False,False,False,False,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,1622203,상무시민공원,광주 서구,서구,관광지,,전남광주통합특별시 서구 상무공원로 101,,35.15375057,126.8403948,062-360-7513,,http://tong.visitkorea.or.kr/cms/resource/42/3367442_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,2614819,새인봉 (무등산권 국가지질공원),광주 북구,북구,관광지,,전남광주통합특별시 북구 무등로 1550 (금곡동),,35.14414583,126.9890014,062-613-7853,,http://tong.visitkorea.or.kr/cms/resource/17/2614817_image2_1.bmp,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,2614826,서석대 (무등산권 국가지질공원),광주 북구,북구,관광지,,전남광주통합특별시 북구 무등로 1550 (금곡동),,35.14414583,126.9890014,무등산생태문화관리사무소 062-613-7851,,http://tong.visitkorea.or.kr/cms/resource/21/2614821_image2_1.bmp,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,127062,선교기념비,광주 남구,남구,관광지,,전남광주통합특별시 남구 제중로 56 (양림동),,35.13960618,126.9135887,전남광주통합특별시 남구 문화관광과 062-607-2311,,http://tong.visitkorea.or.kr/cms/resource/49/3344449_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,3353909,소잉(에이핸즈협동조합),광주 북구,북구,관광지,,전남광주통합특별시 북구 첨단연신로108번길 31-15 (신용동) 1층,,35.20771434,126.865083,0507-1390-2510,,http://tong.visitkorea.or.kr/cms/resource/08/3353808_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,1621168,고싸움놀이전수교육관,광주 남구,남구,문화·예술,,전남광주통합특별시 남구 고싸움로 2,,35.06972945,126.8375389,,,http://tong.visitkorea.or.kr/cms/resource/87/3367587_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,130032,광산문화원,광주 광산구,광산구,문화·예술,,전남광주통합특별시 광산구 상무대로 265,,35.14244553,126.7951297,,,http://tong.visitkorea.or.kr/cms/resource/02/3366502_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130391,광주 동구문화원,광주 동구,동구,문화·예술,,전남광주통합특별시 동구 예술길 18-1,,35.15011896,126.9181742,,,http://tong.visitkorea.or.kr/cms/resource/81/3367381_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,130208,광주 북구문화원,광주 북구,북구,문화·예술,,전남광주통합특별시 북구 향토문화로 65 (중흥동),,35.17289409,126.9136657,,,http://tong.visitkorea.or.kr/cms/resource/01/3421301_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130808,광주 송정다가치문화도서관,광주 광산구,광산구,문화·예술,,전남광주통합특별시 광산구 송정공원로 8-13,,35.14491478,126.799807,,,http://tong.visitkorea.or.kr/cms/resource/27/1587327_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2733545,광주 전통문화관,광주 동구,동구,문화·예술,,전남광주통합특별시 동구 의재로 222,,35.13367973,126.9523771,,,http://tong.visitkorea.or.kr/cms/resource/46/2733546_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,130033,광주광역시 서구문화원,광주 서구,서구,문화·예술,,전남광주통합특별시 서구 풍금로 182,,35.13184782,126.8599131,,,http://tong.visitkorea.or.kr/cms/resource/51/3367251_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2779116,광주비엔날레전시관,광주 북구,북구,문화·예술,,전남광주통합특별시 북구 비엔날레로 111 (용봉동),,35.18262037,126.8902592,,,http://tong.visitkorea.or.kr/cms/resource/79/3351379_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,129761,광주시립미술관,광주 북구,북구,문화·예술,,전남광주통합특별시 북구 하서로 52,,35.18321745,126.8858429,,,http://tong.visitkorea.or.kr/cms/resource/11/3368411_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,969963,광주야외음악당,광주 서구,서구,문화·예술,,전남광주통합특별시 서구 내방로 111 (치평동),,35.16001949,126.8513576,,,http://tong.visitkorea.or.kr/cms/resource/64/3367264_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,3380159,광주자동차극장,광주 북구,북구,문화·예술,,전남광주통합특별시 북구 우치로 649 (생용동),,35.22068017,126.9024238,,,,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,,draft
tourapi,2009775,국립아시아문화전당,광주 동구,동구,문화·예술,,전남광주통합특별시 동구 문화전당로 38 (광산동),,35.1460861,126.9192936,,,http://tong.visitkorea.or.kr/cms/resource/59/3083359_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130807,금호평생교육관,광주 남구,남구,문화·예술,,전남광주통합특별시 남구 중앙로 15,,35.14509701,126.9005647,,,http://tong.visitkorea.or.kr/cms/resource/93/3366693_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,1745001,빛고을시민문화관,광주 남구,남구,문화·예술,,전남광주통합특별시 남구 천변좌로338번길 7,,35.14793016,126.9086751,,,http://tong.visitkorea.or.kr/cms/resource/05/3366705_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2605338,수피아여자중고등학교,광주 남구,남구,문화·예술,,전남광주통합특별시 남구 백서로 13 (양림동),,35.13687031,126.9096336,,,http://tong.visitkorea.or.kr/cms/resource/79/3366679_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,130639,우제길미술관,광주 동구,동구,문화·예술,,전남광주통합특별시 동구 의재로 140-6,,35.13177423,126.9430502,,,http://tong.visitkorea.or.kr/cms/resource/53/3510753_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,2755010,5·18민주화운동 기록관,광주 동구,동구,문화·예술,,전남광주통합특별시 동구 금남로 221 (금남로3가),,35.14960233,126.9167688,,,http://tong.visitkorea.or.kr/cms/resource/32/3532032_image2_1.jpg,90,True,True,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,3460731,광주여성영화제,광주 동구,동구,축제·공연,,전남광주통합특별시 동구 중앙로160번길 16-7 (불로동),,35.14686094,126.9146635,062-515-6560,,http://tong.visitkorea.or.kr/cms/resource/26/3460726_image2_1.jpg,120,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,131450,광주북구청소년수련관,광주 북구,북구,체험·스포츠,,전남광주통합특별시 북구 대천로 86 (문흥동),,35.18489279,126.9166679,,,http://tong.visitkorea.or.kr/cms/resource/16/1892816_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2739385,광주시패밀리랜드 카라반캠핑장,광주 북구,북구,체험·스포츠,,전남광주통합특별시 북구 우치로 677 (생용동),,35.22374369,126.9014655,,,http://tong.visitkorea.or.kr/cms/resource/42/2739842_image2_1.JPG,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2728916,승촌보오토캠핑장,광주 남구,남구,체험·스포츠,,전남광주통합특별시 남구 승촌보길 90 (승촌동),,35.06600637,126.7611513,,,http://tong.visitkorea.or.kr/cms/resource/87/2728987_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,2661532,시민의 숲 야영장,광주 북구,북구,체험·스포츠,,전남광주통합특별시 북구 추암로 190 (월출동),,35.23278652,126.8662156,,,http://tong.visitkorea.or.kr/cms/resource/31/2661531_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,1622267,염주실내수영장,광주 서구,서구,체험·스포츠,,전남광주통합특별시 서구 금화로 278 (풍암동),,35.13665316,126.8791807,,,http://tong.visitkorea.or.kr/cms/resource/14/1587814_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:27:26+00:00,,Type3,draft
tourapi,2763536,주노글램핑 인 광주시,광주 서구,서구,체험·스포츠,,전남광주통합특별시 서구 상무자유로 29-1 (치평동),,35.15352276,126.8370563,,,http://tong.visitkorea.or.kr/cms/resource/20/2763420_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2718673,휴파크 광산점,광주 광산구,광산구,체험·스포츠,,전남광주통합특별시 광산구 탑동길 345 (지산동),,35.19536346,126.7303952,,,http://tong.visitkorea.or.kr/cms/resource/00/3033500_image2_1.jpg,150,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,1621202,무안요(광주),광주 동구,동구,쇼핑·시장,,전남광주통합특별시 동구 중앙로196번길 15-6 (궁동),,35.14984954,126.9176242,,,http://tong.visitkorea.or.kr/cms/resource/65/1587565_image2_1.jpg,70,True,True,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,2783789,비아5일시장,광주 광산구,광산구,쇼핑·시장,,전남광주통합특별시 광산구 비아중앙로 26-1 (비아동),,35.22139823,126.8252806,,,http://tong.visitkorea.or.kr/cms/resource/60/3528360_image2_1.jpg,70,True,True,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,2765207,상무화훼단지,광주 서구,서구,쇼핑·시장,,전남광주통합특별시 서구 마륵벽진길 23 (마륵동),,35.14280745,126.8455169,,,http://tong.visitkorea.or.kr/cms/resource/27/3528427_image2_1.jpg,70,True,True,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,2783783,서부농수산물도매시장,광주 서구,서구,쇼핑·시장,,전남광주통합특별시 서구 매월2로 16 (매월동),,35.11618568,126.8586608,,,http://tong.visitkorea.or.kr/cms/resource/21/3528421_image2_1.jpg,70,True,True,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type1,draft
tourapi,2783776,월곡시장,광주 광산구,광산구,쇼핑·시장,,전남광주통합특별시 광산구 사암로 300 (월곡동),,35.17132585,126.809661,,,http://tong.visitkorea.or.kr/cms/resource/69/3551369_image2_1.jpg,70,True,True,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,127480,가거도,광주,,관광지,,전남광주통합특별시 신안군 흑산면 가거도길 38-2,,34.05206099,125.126386,061-246-5400,,http://tong.visitkorea.or.kr/cms/resource/28/3572128_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,126273,가계해수욕장,광주,,관광지,,전남광주통합특별시 진도군 고군면 신비의바닷길 47 (고군면),,34.43545949,126.3547412,061-540-6605,,http://tong.visitkorea.or.kr/cms/resource/36/3079736_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,127423,가마골계곡,광주,,관광지,,전남광주통합특별시 담양군 용면 용소길 261,,35.44518737,127.0227047,061-380-3492,,http://tong.visitkorea.or.kr/cms/resource/35/3027135_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,126289,가마미해수욕장,광주,,관광지,,전남광주통합특별시 영광군 홍농읍 가마미로 355,,35.39972939,126.409077,061-356-1020,,http://tong.visitkorea.or.kr/cms/resource/63/3018763_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,2615324,가사동백숲해변,광주,,관광지,,전남광주통합특별시 완도군 약산면 해동리,,34.36983735,126.9277953,061-550-6401,,http://tong.visitkorea.or.kr/cms/resource/77/3591577_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,1916695,가사해수욕장,광주,,관광지,,전남광주통합특별시 완도군 약산면,,34.37048728,126.9281702,,,http://tong.visitkorea.or.kr/cms/resource/24/3382824_image2_1.JPG,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,1957336,가산서원,광주,,관광지,,전남광주통합특별시 장성군 삼서면 영장로 2015,,35.23132266,126.6931004,061-390-7240,,http://tong.visitkorea.or.kr/cms/resource/35/3347635_image2_1.JPG,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T21:26:27+00:00,,Type3,draft
tourapi,2732489,가야금산조테마공원,광주,,관광지,,전남광주통합특별시 영암군 영암읍 기찬랜드로 19-10,,34.79196932,126.6856119,061-471-8500,,http://tong.visitkorea.or.kr/cms/resource/96/3382096_image2_1.JPG,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,3013529,가야정원,광주,,관광지,,전남광주통합특별시 순천시 해룡면 농주리 230-10,,34.86190894,127.5222505,0507-1417-2202,,,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,,draft
tourapi,129024,갈두마을(땅끝마을),광주,,관광지,,전남광주통합특별시 해남군 송지면 땅끝마을길 82,,34.29980529,126.5285847,송지면 061-531-3162,,http://tong.visitkorea.or.kr/cms/resource/36/3061236_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,1957338,강덕사,광주,,관광지,,전남광주통합특별시 강진군 군동면 호라길 199-39,,34.65442283,126.8026827,강진군 문화관광과 061-430-3310,,http://tong.visitkorea.or.kr/cms/resource/29/3381529_image2_1.JPG,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type3,draft
tourapi,1349796,강진 백사어촌체험마을,광주,,관광지,,전남광주통합특별시 강진군 대구면 청자해안길 253,,34.49287414,126.7939013,061-432-0641,,,90,False,False,True,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,,draft
tourapi,2515265,강진 백운동별서정원,광주,,관광지,,전남광주통합특별시 강진군 성전면 월하안운길 100-63,,34.74209183,126.6998841,061-430-3312,,http://tong.visitkorea.or.kr/cms/resource/77/3537777_image2_1.jpg,90,False,False,False,True,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,128952,강진 병영마을 옛 담장,광주,,관광지,,전남광주통합특별시 강진군 병영면 지로리 291-1번지 등,,34.7148913,126.8182354,강진군 문화유적팀 061-430-3363,,http://tong.visitkorea.or.kr/cms/resource/46/3537746_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
tourapi,129693,강진 삼인리 비자나무,광주,,관광지,,전남광주통합특별시 강진군 병영면 동삼인길 28-10,,34.7148441,126.8191381,061-430-3363,,http://tong.visitkorea.or.kr/cms/resource/00/3538100_image2_1.jpg,90,False,False,False,,,,,,,active,0.5,https://www.data.go.kr/data/15101578/openapi.do,2026-06-30T18:44:28+00:00,,Type1,draft
