"source","source_place_id","hashtags","nature","culture","art","food","activity","sports","healing","festival","semantic_text","taxonomy_version","labeling_method","labeling_confidence","labeling_evidence","reviewed_at"
"tourapi","2470068","#체험관광|#산업관광|#기타산업관광지|#자연|#박물관|#전시|#체험|#아이동반|#주차가능","0.75","0.5","0.5","0.0","0.75","0.0","0.0","0.0","녹색에너지체험관 (광주전남지역본부) 세계는 지금 기후변화로 상징되는 환경위기와 고유가로 대표되는 자원위기에 동시에 직면하고 있다. 기후변화 문제는 연이은 기상재해를 유발하여 생태계 질서를 근본적으로 뒤흔들며 인류의 생존을 위협하고, 자원고갈로 인한 에너지 가격 급등과 화석연료 사용으로 인한 지구 온난화는 우리 경제와 환경을 동시에 위협하고 있다. 우리나라는 이산화탄소 배출 세계 7위(IEA, 2018 기준)이며, 세계 9위의 에너지 소비 수입국으로 우리나라 공급에너지의 94%를 해외 수입에 의존하고 있기 때문에 에너지절약은 반드시 추진해야 하는 시대적 과제이다. 이에 발맞춰 녹색에너지체험관은 에너지절약이 왜 필요한지, 생활 속에서 실천할 수 있는 에너지절약은 무엇인지를 쉽게 이해하고 배울 수 있는 체험관이며, 화석에너지, 환경에너지, 신재생에너지 등 녹색에너지를 소개한다. 녹색에너지체험관은 에너지 접속존, 화석에너지와 기후변화, 에너지를 지켜라 존, 희망의 에너지 아크존, 유쾌한 녹색도시 존, LED 전시관으로 구성되어 있다. #체험관광 #산업관광 #기타산업관광지 #자연 #박물관 #전시 #체험 #아이동반 #주차가능","1.0.0","import","0.45","[{""source"": ""tourapi"", ""source_url"": ""https://dco.energy.or.kr/green/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2614773","#자연관광|#자연생태|#기타자연생태|#무등산|#공원","0.75","0.0","0.0","0.0","0.0","0.75","0.75","0.0","덕산너덜 (무등산권 국가지질공원) 너덜은 너덜겅으로도 불리며 돌이 많이 흩어져 있는 비탈을 의미하는 순수한 우리말로, 중생대 백악기 후기(약 8,700~8,500만 년 전)에 생성된 주상절리대가 풍화되어 쪼개져 지금의 너덜이 되었다. 덕산너덜은 무등산 최대의 너덜로 길이 600m, 최대 폭 250m 규모로 펼쳐져 있으며 지공너덜과 함께 무등산의 대표적인 너덜이다. #자연관광 #자연생태 #기타자연생태 #무등산 #공원","1.0.0","import","0.4","[{""source"": ""tourapi"", ""source_url"": ""http://geopark.gwangju.go.kr/gallery.do?S=S01&M=010301000000&b_code=0000000007&v_type=SK3&b_list=16&mod=view&list_no=26&nPage=1&vlist_no_npage=0&keyField=&keyWord=&orderby=REG_DATE"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1620893","#역사관광|#종교성지|#불교|#느린여행","0.5","0.25","0.0","0.0","0.5","0.0","0.5","0.0","도림사(광주) 도림사는 전남광주통합특별시 광산구 도림마을 입구에 있으며 노사 기정진(1798~1879), 난와 오계수(1843~1915), 후석 오준선(1851~1931)을 모신 사우이다. 기정진은 고종 3년(1866) 병인양요가 일어나자 병인소를 올려 외적을 방비하는 대책을 건의하였고, 위정척사사상의 기초를 마련하였다. 오계수는 기정진의 제자로 을미사변 후 일어난 을미의병에 참여하였다. 1910년 한일병합 이후 가마마을 뒤쪽 산에 있는 영사재에서 은거하면서 학문을 연구하였다. 오준선도 기정진의 제자로, 한일병합 이후 용진산에 들어가 용진정사를 세우고 성리학을 연구하면서 후진을 양성하였다. 1934년 나주오씨 문중과 오계수, 오준선의 후학들이 오계수, 오준선과 기정진을 기리기 위하여 도림사를 세웠다. 도림마을은 오계수와 오준선이 태어난 곳이며, 나주오씨 문중의 집성촌이다. #역사관광 #종교성지 #불교 #느린여행","1.0.0","import","0.38","[{""source"": ""tourapi"", ""source_url"": ""https://www.grandculture.net/gwangju/toc/GC60001435"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2565865","#문화관광|#도시.지역문화관광|#골목길, 문화거리|#전통|#예술|#로컬푸드|#카페|#힐링|#산책","0.0","0.0","0.0","0.25","0.0","0.0","0.5","0.0","동리단길 카페거리 핫플레이스로 떠오르고 있는 동명동 카페거리는 1970~90년대를 정점으로 고급 주택과 오래된 한옥들이 혼재된 전남광주통합특별시의 대표적인 부촌이었다. 한때 원도심 침체에 따라 활기를 잃기도 하였지만, 학원이 동명동에 집중되며 부모들을 위한 카페가 생기기 시작했다. 이 카페들이 점차 개성을 가지고 독특한 인테리어와 음료를 추구하면서 다양한 스타일의 카페들이 들어서며 오늘의 로컬 브랜드로 자리 잡은 동명동 카페거리가 만들어졌다. 독특한 분위기와 다양한 스타일, 테마의 카페들이 모여 있어 방문객들은 자신에게 맞는 분위기와 메뉴를 선택할 수 있다. 동리단길은 골목길과 작은 공원이 많이 있어 산책이나 휴식을 즐길 수 있는 좋은 장소이다. 현재는 바닥에 쓰인 글과 이색적인 그림의 벽화도 볼만하고 이색 카페, 예술 작품, 쉼터로 떠오르는 여행 스폿이 되었다. 구도심 골목에 생겨난 카페거리라서 주차가 원활하지 않으나 근처에 국립아시아문화전당 부설주차장이 있다. #문화관광 #도시.지역문화관광 #골목길, 문화거리 #전통 #예술 #로컬푸드 #카페 #힐링 #산책","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": ""https://tour.gwangju.go.kr/home/tour/info/village/002.cs?act=view&infoId=56&category=002&searchCondition=&searchKeyword=&pageIndex=1"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1620808","#역사관광|#역사유적지|#사당|#전통","0.0","0.5","0.5","0.0","0.0","0.0","0.0","0.0","두남제 두남제는 행주기씨 문중 재각으로 건축적 배치 및 조형이 가지는 유교 건축의 규범과 품격이 잘 유지되어 있으며, 한옥의 멋을 느낄 수 있는 문화 경관성을 지니고 있다. 건물은 화강석 기단 위에 정평주초를 넣고 평주와 고주를 세운 정면 5칸, 측면 2칸의 한식 기와 팔작지붕이다. 마루는 귀틀에 의한 툇마루로 되어 있으며, 내부에는 중앙에 대청과 좌우에 온돌방을 배치하였고, 천정은 대들보 위에 마루 대공과 종보를 결구하여 종도리를 걸친 5량 집이다. 창호는 좌우 1칸씩은 분합문으로 되어 있고, 중앙 3칸은 4 분합문으로 되어 있으며, 띠살창이다. 상인방 위에는 빗살창으로 된 봉창이 있다. 창호 좌우측에는 머름을 장식하였고, 좌우측 툇마루는 머름을 대고 1단 높인 마루이다. 대문은 맞배지붕의 평 3문이며, 담장은 토석 혼축의 담장이다. 처마는 겹처마로 되어 있다. #역사관광 #역사유적지 #사당 #전통","1.0.0","import","0.38","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","3353800","#체험관광|#기타체험|#기타체험관광|#카페|#체험|#공방체험|#행사/축제|#아이동반|#주차가능","0.0","0.0","0.0","0.0","0.75","0.0","0.0","0.0","뜻모아센터 유한회사 뜻모아센터는 탄소중립공예를 주력으로 하는 공예 체험 업체이다. 재활용 가능한 다양한 재료와 공기정화식물인 스칸디아모스를 활용한 공예 체험 프로그램을 개발해 지역축제에서 다양한 연령층의 관광객을 만나고 있다. 스칸디아모스와 접목한 추억의 못난이 인형, 언제나 싱그러운 스칸디아모스 커피박 화분, 키링 만들기는 유한회사 뜻모아센터의 인기 체험 프로그램이다. #체험관광 #기타체험 #기타체험관광 #카페 #체험 #공방체험 #행사/축제 #아이동반 #주차가능","1.0.0","import","0.5","[{""source"": ""tourapi"", ""source_url"": """", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1074432","#자연관광|#자연생태|#기암괴석|#자연|#무등산|#역사|#주차가능","0.75","0.5","0.0","0.0","0.0","0.0","0.0","0.0","무등산 주상절리대 무등산 주상절리대는 용연동 일대 무등산에 있는 육각형 모양의 기둥 바위가 늘어선 것이다. 대한민국의 천연기념물로 지정되어 있다. 주상절리는 용암(석영안산암질)이 지표부근에서 냉각되면서 물리적 풍화에 의해 수축되어 생기는 절리 중에 단면의 형태가 오각형이나 육각형의 기둥모양인 것을 말한다. 무등산 주상절리는 약 7천만 년 전(중생대 백악기) 화산활동의 산물로 형성된 것으로 입석대와 서석대 그리고 규봉에 있으며, 입석대와 서석대에 있는 절리대의 돌기둥 하나의 크기가 지금까지 남한에서 보고된 것 중 가장 커서 주목받고 있다. 입석대, 규봉은 풍화가 많이 진행되어 기둥모양이지만 서석대는 풍화가 덜 진행되어 병풍모양을 하고 있다. 정상을 중심으로 산비탈에 있는 너덜겅은 이러한 돌기둥이 무너져 쌓인 것이다. 서있는 바위나, 너덜겅들은 암석의 생성과 풍화과정을 살펴볼 수 있고 지구의 기후환경변화를 모니터링할 수 있는 희귀한 자연유적이므로 학술적·경관적 가치가 매우 크며 빼어난 지질경관을 이루고 있다. 이러한 지형자원들은 단순히 주상절리대, 너덜지대라는 인식 이외에 무등산 일대에서 살아가는 주민들에게는 또 다른 중요한 의미를 지니고 있다. 무등산의 주상절리대와 너덜지대를 신앙의 대상으로, 때로는 종교적 수행을 하는 장소로 활용하기도 했다. #자연관광 #자연생태 #기암괴석 #자연 #무등산 #역사 #주차가능","1.0.0","import","0.42","[{""source"": ""tourapi"", ""source_url"": ""https://www.donggu.kr/tour/M0000016/tour/view.do"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","1621168","#문화관광|#교육시설|#문화전수시설|#문화유산|#전통|#예술|#체험|#교육|#행사/축제|#실내","0.5","0.75","0.75","0.0","1.0","0.0","0.0","0.5","고싸움놀이전수교육관 고싸움놀이전수교육관은 고싸움놀이 무형문화재 전수교육과 체험을 하며 궁극적으로는 고싸움놀이를 보존하기 위한 곳이다. 매년 국가 무형 유산 공개행사 ‘고싸움놀이축제’를 통하여 고싸움놀이가 지닌 고유한 멋과 즐거움을 일반 시민에게 전수, 보존하는데 힘쓰고 있다. 또한 체험과 교육 등의 다양한 프로그램을 연중 실시하여 우리 전통문화예술에 대한 사회적 향유 기회를 제공하고 있다. (출처 : 고싸움놀이전수교육관 홈페이지) #문화관광 #교육시설 #문화전수시설 #문화유산 #전통 #예술 #체험 #교육 #행사/축제 #실내","1.0.0","import","0.57","[{""source"": ""tourapi"", ""source_url"": ""http://www.gossaum.com/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2733545","#문화관광|#전시시설|#전시관|#자연|#무등산|#문화유산|#전통|#예술|#전시|#전통음식","0.75","0.75","1.0","0.0","1.0","0.0","0.0","0.0","광주 전통문화관 전통문화관은 전남광주통합특별시의 자랑스러운 전통문화를 보존 및 전수하는 법고창신(法古創新)의 공간이자 함께 만들고 배우는 창작공방(創作工房)이다. 무등산 국립공원 초입에 위치한 전통문화관은 2012년 전통한옥 무송원(撫松院)을 이설 및 복원해 조성하고, 무형문화유산 작품전시관과 전수실 및 서석당, 입석당, 너덜마당 등의 문화공간이 있다. 시민 누구나 즐길 수 있는 주말상설공연인 토요상설공연과 무등풍류뎐, 무형문화재 대시 민 교육인 전통문화예술강좌, 내외국인 관광객 및 청소년을 위한 전통문화예술체험, 공예 및 전통음식 체험 등의 친환경적 프로그램, 그리고 무등산 문화자원을 기반으로 한 특별기획프로그램과 무등산권 활성화를 위한 10월의 무등울림 축제를 진행하고 있다. 아름답고 넉넉한 무등의 품속에서 우리의 옛것을 보고 배우며 즐길 수 있는 전통문화관이다. #문화관광 #전시시설 #전시관 #자연 #무등산 #문화유산 #전통 #예술 #전시 #전통음식","1.0.0","import","0.6","[{""source"": ""tourapi"", ""source_url"": ""http://www.gtcc.or.kr/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
"tourapi","2779116","#문화관광|#전시시설|#전시관|#박물관|#예술|#전시|#체험|#행사/축제|#시즌한정|#실내","0.0","0.75","1.0","0.0","0.0","0.0","0.0","0.75","광주비엔날레전시관 광주비엔날레 전시관은 1994년 창설된 이래 수많은 전시회를 통해 대한민국을 비롯한 세계 미술 문화에 큰 기여를 해오고 있는 곳이다. 비엔날레를 통해 수많은 사람들에게 즐거움과 삶의 의욕을 줄 수 있도록 노력하고 있으며 한국 작가들이 세계로 진출하기 위한 통로 역할을 하고 있다. 특히, 비엔날레 전시회는 일회성 행사로 끝나지 않고 비엔날레의 터전인 전남광주통합특별시의 지역적 가치를 높이며 지속 가능한 플랫폼이 되기 위해 다양한 시도를 하고 있다. 코로나 시대를 맞아 온라인 서비스도 진행해 현장 방문이 어려운 시민들에게 전시 서비스를 체험할 수 있도록 제공하고 있다. 광주디자인비엔날레 전시 기간에는 본 전시, 특별전, 국제 학술 행사 등 다양한 행사와 전시 관람, 체험도 가능하다. #문화관광 #전시시설 #전시관 #박물관 #예술 #전시 #체험 #행사/축제 #시즌한정 #실내","1.0.0","import","0.55","[{""source"": ""tourapi"", ""source_url"": ""http://www.gwangjubiennale.org/"", ""note"": ""규칙 기반 라벨 초안. 사람 교차검수 필요""}]",""
