"source","source_place_id","name","operating_hours_raw","closed_days_raw","fees_raw","parking_raw","pet_raw","public_transport_raw","source_url"
"gwangju_tour","culture.cs:161","(전) 광주 성거사지 오층석탑","00:00 ~ 24:00","없음","","","","광주공원 : 금남59 , 대촌70 향교 : 송암74 , 매월06 , 지원45 , 대촌170 , 진월07 , 수완12 우진아파트 : 대촌170 , 지원52 , 대촌71 , 진월177 , 대촌70","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=161"
"gwangju_tour","culture.cs:1253","경장각","","없음","","","","신성화학 : 임곡290 , 첨단92 , 첨단20 , 임곡89 흑석사거리(서) : 임곡89 , 선운101(시립인광병원) , 수완12 , 송정33 , 선운101(송산유원지) , 첨단20 , 첨단92 , 첨단94 제일화학 : 첨단94 , 첨단92 정우화학 : 임곡290 , 임곡89 , 첨단20 , 첨단92","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1253"
"gwangju_tour","culture.cs:1050","광주 미디어아트 플랫폼","평일, 주말, 공휴일: 10:00 ~ 18:00 ※ 단체관람(60명 이상)일 경우 쾌적한 관람을 위해 사전 연락하여 주시고, 전시 안내를 원하는 경우 사전 연락을 꼭 하여 주시기 바랍니다. (단체 관람 문의 010-4195-2104)","1월1일, 설(당일), 추석(당일), 매주 월요일","관람료 별도 공지시까지 무료 입장 *특별 기획전시 중 유료 전시회의 경우 별도의 입장료를 받을 수 있음","무료","애견동반 불가능","버스: 매월06, 진월07, 수완12, 지원45, 송암74, 대촌170(향교, 광주세무서) 금남59, 대촌70(광주공원 정류소) 지하철: 금남로4가역 2번 출구에서 하차 후 광주공원 방향으로 도보 698m 광주공원 : 금남59 , 대촌70 중앙대교(서) : 지원45 , 수완12 , 송암74 향교 : 대촌170 , 지원45 , 수완12 , 송암74 , 진월07 , 매월06","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1050"
"gwangju_tour","culture.cs:162","광주 자운사 목조아미타래여좌상 및 복장유물","00:00 ~ 24:00","없음","","","","지산유원지입구 : 두암81(각화초교방향) , 두암81(무등파크방향) , 1000 단사공원 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=162"
"gwangju_tour","culture.cs:163","광주 지산동 오층석탑","00:00 ~ 24:00","없음","","","","법원 : 진월17 , 두암81(무등파크방향) , 문흥80 , 운림35 , 두암81(각화초교방향) 매일시장입구 : 문흥80 , 금호36 지산2동주민센터 : 두암81(각화초교방향) , 금호36","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=163"
"gwangju_tour","culture.cs:1248","광주광산문화원","09:00~18:00","토요일, 일요일, 공휴일(전화문의)","","있음","","영광통 : 송정19 , 진곡196 , 상무62 , 마을720 , 일곡38 , 송정100 , 송정33 , 1000 , 송정99 , 마을720-1 , 진월75 , 송정98 , 임곡290 , 송정97 , 송정29 , 좌석02 광산구청 : 송정100 , 송정98 , 송정99 , 진곡196 , 송정97 , 마을720-1 , 선운101(송산유원지) , 진월75 , 1000 , 송정93 , 선운101(시립인광병원) , 송정96 , 송정296 , 송정19 , 임곡290 , 마을701 , 송정197 , 송정29 , 임곡90 , 송정33 영광통사거리 : 송정96 , 송정100 , 마을700 송정공원역 : 상무62 , 송정29 , 일곡38 , 송정33 , 1000 , 송정19 , 송정100 , 임곡290 , 진곡196 , 진월75 , 마을720 , 마을720-1 , 좌석02 , 송정98 , 송정99 , 송정97","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1248"
"gwangju_tour","sports.cs:1133","5·18자유공원 역사체험","09:00 ~ 18:00","없음","","공원 내 주차장","","5.18자유공원 : 순환01(시청방향) , 좌석02 , 순환01(운천저수지방향) , 상무63 , 1000 , 518 , 상무64 보훈회관(518민주화운동교육관) : 일곡38 , 상무63 , 518 김대중컨벤션센터 : 일곡38 , 1000 , 상무64 상무금호아파트 : 지원25 , 상무63 , 순환01(시청방향) , 상무64 , 순환01(운천저수지방향) , 운림50","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1133"
"gwangju_tour","sports.cs:1131","CCTV통합관제센터 VR 영상 체험","매주 월~금 10:00 / 14:00 / 16:00 (1일 3회)","토, 일요일, 공휴일","무료","있음","애견동반 불가능","서광주우체국 : 매월16 , 금호36 , 송암47 보건환경연구원 : 첨단20 , 매월61(세하) , 진월77 , 송암73 , 운림50 , 매월61(칠석) 염주사거리(서) : 송암47 , 매월16 , 첨단20 , 매월61(칠석) , 운림50 , 진월77 , 송암73 , 매월61(세하)","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1131"
"gwangju_tour","sports.cs:1240","광주공연마루","-쉼마루(1층) 09:00 ~ 18:30 / 수~일 -공연장(2층) 15:00 ~ 18:00 / 토~일 17시 -빛분수(음악) 16:30, 18:00, 20:30 / 빛(음악)분수 운영시간 4~9월(금요일은 운영하지 않습니다)","없음","무료","상무조각공원 무료주차장(상무지구 호반아파트 입구 건너편)","애견동반 불가능","지선 518, 상무62(상무역경유시청행) 상무63 상무62(시청경유상무역행) 지원25 상무지구 : 518 , 상무62 , 상무63 상무지구종점 : 상무62 상무시민공원 : 지원25 , 518 , 상무63 상무해광한신아파트 : 지원45 , 상무63 , 지원25","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1240"
"gwangju_tour","load.cs:258","동적골 생태탐방로","24시간","없음","","","","지산유원지입구 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향) 지산유원지 : 1000 , 두암81(무등파크방향) , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=258"
"gwangju_tour","load.cs:88","무돌길","24시간","없음","","","","각화중 : 첨단23 , 두암81(각화초교방향) , 용전86 , 두암81(무등파크방향) 각화초교 : 첨단23 , 금남55 , 송암74 , 용전86 , 금호36 , 두암81(각화초교방향) 각화무등파크 : 두암81(무등파크방향) , 송암74 , 금남55 , 금호36 , 두암81(각화초교방향)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=88"
"gwangju_tour","load.cs:203","무등산 등산로","00:00 ~ 24:00","입산통제 기간은 무등산국립공원 홈페이지에서 확인","무료","없음","","무등산국립공원(원효사) : 1187","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=203"
"gwangju_tour","load.cs:402","빛고을산들길","","없음","","","","용산교(동구) : 봉선76 지원2동주민센터 : 봉선76 , 지원45 , 지원151(화순전남대병원) , 지원152(도웅리) , 지원151(화순사평) , 지원52 , 지원25 , 지원15 , 지원152(능주역) 용산지구 : 봉선27 , 송정98 소태역 : 지원25 , 지원15 , 지원45 , 지원152(도웅리) , 지원151(화순전남대병원) , 지원152(능주역) , 지원52 , 봉선76 , 지원151(화순사평)","https://tour.gwangju.go.kr/home/tour/info/load.cs?act=view&infoId=402"
"gwangju_tour","park/003.cs:4","중외공원","24시간","연중무휴","없음","1,700 ㎡ (자가용 200대 수용), 비엔날레 주차장 (600대 수용)","애견동반 가능","[버스노선] 풍암 26번 (배차간격 : 7~9분, 매월동 ↔ 우치공원) 송정 29번 (배차간격 : 9~11분, 도산동 ↔ 살레시오고) 상무 63번 (배차간격 : 14~16분, 상무지고 ↔ 전남공무원교육원) 용전 84번 (배차간격 : 14~16분, 송강정 ↔ 양동시장역) 용전 85번 (배차간격 : 14~16분, 입암 ↔ 문화예술회관) 체육고/폴리텍5대학 : 용전84 , 상무63 , 용전85 , 첨단95 , 송정29 , 문흥53 문화예술회관후문 : 용전84 , 용전85 , 첨단95 , 상무63 , 문흥53 , 송정29 운암3단지 : 송정29 , 수완49 , 봉선27 , 문흥18 , 운림51 , 금남58 , 매월16 , 수완12 , 송암72 , 상무63 운암벽산블루밍 : 봉선27 , 매월16 , 송암72 , 수완49 , 문흥18 , 수완12 , 금남58 , 운림51","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=4"
"gwangju_tour","park/003.cs:278","풍암생활체육공원","00:00 ~ 24:00","없음","무료","주차시설 있음","애견동반 가능","원광대한방병원 : 대촌71 , 송암47 , 순환01(운천저수지방향) , 진월78 , 지원45 , 진월75 , 순환01(시청방향) 서구국민체육센터 : 금남59 풍암우미아파트 : 진월75 , 송암47 , 금남59 , 진월78 , 순환01(운천저수지방향) , 지원45","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=278"
"gwangju_tour","park/003.cs:279","풍암호수","00:00 ~ 24:00","없음","무료","주차시설 있음","애견동반 가능","월드컵경기장 정문 : 금남59 풍암저수지 : 송암47 , 진월75 , 진월78 , 지원45 , 대촌71 , 금남59 월드컵경기장주차장 : 금남59","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=279"
"gwangju_tour","park/003.cs:1168","상무시민공원","이용시간 및 제약사항 없음 ※ 체육시설 이용시 사전허가와 사용료 부과","없음","없음 ※ 체육시설 이용시 사전허가와 사용료 부과","있음(2개소 250대)","애견동반 가능","지원25, 지원45, 운림50, 상무63 상무해광한신아파트 : 상무63 , 지원25 , 지원45 일가정양립지원본부 : 지원45 , 일곡38 상무시민공원 : 상무63 , 518 , 지원25 계수초교 : 순환01(시청방향) , 상무63 , 상무62 , 순환01(운천저수지방향) , 지원45","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=1168"
"gwangju_tour","park/003.cs:272","운천호수","00:00 ~ 24:00","없음","","","","운천저수지 : 송암72 , 금호46 , 첨단20 , 운림50 , 대촌270 , 송암73 , 순환01(시청방향) , 지원45 , 마을760 , 순환01(운천저수지방향) 운천역 : 송정19 , 매월16 , 대촌69 상무지구입구 : 순환01(시청방향) , 대촌69 , 송정19 , 첨단20 , 대촌270 , 금호46 , 매월16","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=272"
"gwangju_tour","park/003.cs:5","광주공원","","없음","","있음","애견동반 가능","향교 : 수완12 , 송암74 , 진월07 , 대촌170 , 매월06 , 지원45 중앙대교(서) : 송암74 , 수완12 , 지원45 광주공원 : 금남59 중앙대교(동) : 금남55","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=5"
"gwangju_tour","nature.cs:1286","운천저수지","이용시간 및 제약사항 없음","없음","","","","경유버스 : 순환01, 첨단20, 지원45, 금호46, 송암72, 송암73, 대촌270 , 운림50, 풍암16, 송정19, 대촌69 운천저수지 : 운림50 , 대촌270 , 첨단20 , 마을760 , 금호46 , 지원45 , 순환01(시청방향) , 송암73 , 송암72 , 순환01(운천저수지방향) 상무중 : 대촌270 , 순환01(시청방향) , 첨단20 , 마을760 , 금호46 , 송암73 , 지원45 , 운림50 , 송암72 금호베어스타운 : 마을760","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=1286"
"gwangju_tour","nature.cs:1045","승촌보 유채꽃밭","","연중무휴 24시간","무료","무료","애견동반 가능","없음 노안남초교 : 진곡196","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=1045"
"gwangju_tour","nature.cs:209","어등산","00:00 ~ 24:00","없음","없음","","","서봉마을 : 선운14 , 선운101(송산유원지) , 송정296 , 선운101(시립인광병원) , 봉선37 , 임곡90 , 송정197 , 일곡38","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=209"
"gwangju_tour","nature.cs:199","금봉산(송정공원)","00:00 ~ 24:00","없음","무료","","","소촌라인2차아파트 : 첨단40 소촌남계길 : 첨단40 아리랑고개 : 진곡196 , 임곡290 , 송정29 , 송정98 , 마을720 , 첨단20 , 송정33 , 첨단40 , 선운101(송산유원지) , 선운101(시립인광병원) 송정I.C : 송정29 , 선운101(송산유원지) , 임곡290 , 송정33 , 송정98 , 선운101(시립인광병원) , 진곡196 , 첨단20 , 마을720 , 첨단40","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=199"
"gwangju_tour","nature.cs:204","백마산","00:00 ~ 24:00","없음","무료","","","동하 : 대촌69 , 상무64 , 대촌270 세하동 : 순환01(시청방향) , 상무64 , 순환01(운천저수지방향) , 진월77 , 매월61(칠석) , 운림50 , 매월61(세하)","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=204"
"gwangju_tour","history.cs:117","광주 구 수피아여학교 커티스메모리얼홀","06:00 ~ 22:00","없음","","있음","","기독병원 : 금남55 수피아여고 : 금남55 석산고 : 금남55 양림휴먼시아1차 : 진월17 , 금남59 , 봉선76 , 송정98 , 순환01(운천저수지방향) , 첨단95 , 봉선27 , 지원25 , 지원56","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=117"
"gwangju_tour","history.cs:99","광주 북동천주교회","06:00 ~ 22:00","없음","","있음","","수창초교후문 : 금남58 , 봉선37 , 진월07 광주일고 : 일곡38 , 송정19 , 1000 , 유덕65 , 수완49 , 첨단95 , 518 , 두암81(무등파크방향) , 운림51 , 첨단09 , 문흥39 , 금호36 , 두암81(각화초교방향) , 진월07","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=99"
"gwangju_tour","history.cs:141","김봉호 가옥","10:00 ~ 17:00","없음","","","","하남초교 : 선운101(시립인광병원) , 선운101(송산유원지) , 수완12 , 송암68 흑석사거리(서) : 선운101(송산유원지) , 송정33 , 임곡89 , 선운101(시립인광병원) , 수완12 , 첨단20 , 첨단94 , 첨단92 하남홈플러스 : 임곡290 , 송정33 단전 : 첨단94 , 첨단20","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=141"
"gwangju_tour","history.cs:96","박용철생가(용아생가)","10:00 ~ 17:00","없음","","","","중앙초교 : 마을720 , 상무62 , 봉선37 , 마을700 정광고입구 : 마을720 , 마을701 , 상무62 , 봉선37 , 마을700 소촌서라아파트 : 마을720 , 봉선37 , 상무62 , 마을700 송정한전 : 일곡38 , 봉선37 , 마을720-1 , 송정100 , 송정93 , 임곡90 , 송정296 , 선운101(송산유원지) , 마을701 , 송정197 , 선운101(시립인광병원)","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=96"
"gwangju_tour","history.cs:1260","서강사","","없음","","","","송림주택 : 운림50 , 봉선37 , 일곡28 , 지원56 방림교 : 봉선76 우영아파트 : 봉선76 라인효친 : 봉선76 , 봉선37 , 지원56 , 운림50 , 일곡28","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1260"
"gwangju_tour","history.cs:1257","선교기념비","상시개방","연중무휴","","있음","","천동(광산구) : 임곡89 , 임곡91 , 임곡290 두동 : 임곡91 고룡정보산업학교 : 임곡290 , 임곡91 , 임곡89 보화촌 : 임곡89 , 임곡91 , 임곡290","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1257"
"gwangju_tour","culture.cs:1242","광주비엔날레전시관","10:00~18:00 (관람종료 1시간전 입장 마감)","매주 월요일","","있음","애견동반 불가능","비엔날레전시관 : 419 , 상무64 , 용봉83 비엔날레전시관입구 : 용봉83 , 419 용봉현대3차아파트 : 상무64 , 용봉83","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=1242"
"gwangju_tour","culture.cs:82","광주시립미술관","평일, 주말, 공휴일 : 10:00~18:00 (*단체관람 20명 이상일 경우 쾌적한 관람을 위해서 사전 연락을 하여 주시고 특히 전시안내를 원하는 경우 사전 연락을 꼭 하여 주시기 바랍니다.)","매주 월요일, 1월1일, 명절당일 휴관","관람료 별도 공지 시까지 무료입장 (*특별 기획전시 중 유료 전시회의 경우 별도의 입장료를 받을 수 있음)","있음(장애인, 임산부 주차시설 있음)","애견동반 불가능","-버스 광주비엔날레관 하차 용봉34, 상무64 체육고/폴리텍5대학 : 용전84 , 상무63 , 용전85 , 첨단95 , 송정29 , 문흥53 문화예술회관후문 : 용전84 , 용전85 , 첨단95 , 상무63 , 문흥53 , 송정29 운암3단지 : 송정29 , 수완49 , 봉선27 , 문흥18 , 운림51 , 금남58 , 매월16 , 수완12 , 송암72 , 상무63 운암벽산블루밍 : 봉선27 , 매월16 , 송암72 , 수완49 , 문흥18 , 수완12 , 금남58 , 운림51","https://tour.gwangju.go.kr/home/tour/info/culture.cs?act=view&infoId=82"
"gwangju_tour","sports.cs:1246","광주시청 야외음악당","","없음","","있음","","시청 : 금호46 , 운림50 , 상무62 , 지원45 , 1000 , 상무63 , 518 , 지원25 , 일곡38 , 상무64 , 첨단22 , 송암68 , 좌석02 , 매월16 , 임곡89 , 순환01(운천저수지방향) , 순환01(시청방향) 한국은행 : 선운14 , 지원25 , 금호46 , 운림50 , 첨단22 , 1000 , 좌석02 , 상무63 , 일곡38 , 지원45 , 518 , 상무62 , 상무64 , 매월16","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1246"
"gwangju_tour","sports.cs:1272","광주실내수영장","월~토 05:30 ~ 20:30 일요일 및 공휴일 07:00 ~ 18:00 * 정화시간 8:00 ~ 9:00, 12:00 ~ 13:00, 16:00 ~ 17:00(여름성수기) 이용 제한","둘째주 일요일","유료","141대(일반 133, 장애인 8)","","염주체육관 : 송암74 , 매월26 , 첨단20 , 매월16 , 송암47 럭키아파트 : 송암74 염주주공 : 매월26 , 첨단20 , 송암47 , 매월16 월드컵경기장 : 매월26 , 매월16 , 매월06 , 첨단20 , 송암74","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1272"
"gwangju_tour","sports.cs:1274","광주패밀리랜드 눈썰매장","* 성인/청소년/어린이 눈썰매장 10:00 ~ 17:00","없음","공원입장 성인 12,000원 / 청소년 11,000원 / 어린이 10,000원","있음","애견동반 가능","","https://tour.gwangju.go.kr/home/tour/info/sports.cs?act=view&infoId=1274"
"gwangju_tour","park/003.cs:262","사직공원","00:00 ~ 24:00","없음","","","","서남대병원 : 금남55 향교 : 진월07 , 수완12 , 지원45 , 송암74 , 매월06 , 대촌170 KBC방송국 : 매월06 , 지원45 , 수완12 , 송암74 , 진월07 , 대촌170","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=262"
"gwangju_tour","park/003.cs:257","금남로공원","00:00 ~ 24:00","없음","무료","","","518민주화운동기록관 : 매월61(세하) , 송정98 , 매월61(칠석) , 지원151(화순사평) , 지원151(화순전남대병원) , 1000 예술의거리입구 : 대촌70 , 수완49 , 송암74 , 매월06 , 대촌170 , 용전184(원천리방향) , 문흥39 , 용전184(대전면방향) 충장치안센터 : 지원45 , 금남59 , 금남55 , 수완12 , 진월07 , 송암74 , 매월06 , 문흥80 , 대촌70","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=257"
"gwangju_tour","park/003.cs:1284","너릿재공원","00:00~24:00","없음","","있음","애견동반 가능","너릿재공원 : 지원152(도웅리) , 지원152(능주역) , 지원151(화순사평) , 지원151(화순전남대병원)","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=1284"
"gwangju_tour","park/003.cs:332","조선대학교 장미원","09:00 ~ 21:00","없음","없음","조선대학교 주차장 이용(유료)","애견동반 직접문의","조선대장미원 : 석곡87 , 매월61(칠석) , 419 , 금남57 , 매월61(세하) 조선대병원입구 : 석곡87 , 매월61(칠석) , 419 , 매월61(세하) , 금남57 조선대해오름관 : 419 , 매월61(세하) , 매월61(칠석) , 금남57 조선대대학원 : 419 , 매월61(칠석) , 금남57 , 매월61(세하)","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=332"
"gwangju_tour","park/003.cs:6","청풍쉼터","24 시간 개방","없음","","있음","애견동반 불가능","4수원지 : 1187 , 충효188 , 충효187 4수원지위 : 1187 , 충효187 , 충효188","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=6"
"gwangju_tour","park/003.cs:276","평화공원","상시개방","상시개방","없음","상무주차장(유료)","애견동반 가능","5.18기념공원 : 지원45 , 운림50 , 선운14 한국국토정보공사 : 1000 , 금호46 , 선운14 , 좌석02 , 운림50 , 첨단22 , 지원25 , 상무62 , 상무63 , 상무64 , 518 , 매월16 , 순환01(운천저수지방향) , 지원45 , 일곡38 한국은행 : 운림50 , 상무62 , 상무63 , 좌석02 , 지원45 , 일곡38 , 상무64 , 매월16 , 지원25 , 첨단22 , 선운14 , 1000 , 금호46 , 518","https://tour.gwangju.go.kr/home/tour/info/park/003.cs?act=view&infoId=276"
"gwangju_tour","nature.cs:205","백석산","00:00 ~ 24:00","없음","무료","","","김대중컨벤션센터(마륵)역 : 송암73 , 송정19 , 대촌69 , 대촌270 , 운림50 , 상무62 , 순환01(시청방향) , 첨단20 , 상무64 , 좌석02 , 1000 , 순환01(운천저수지방향) , 일곡38 월암 : 대촌270 , 상무62 , 송정19 , 상무64 , 운림50 , 대촌69 , 1000 , 송암73 , 일곡38 , 첨단20 김대중컨벤션센터(마륵)역(북) : 일곡38 , 좌석02 , 순환01(운천저수지방향) , 1000 , 상무64","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=205"
"gwangju_tour","nature.cs:208","석문산","00:00 ~ 24:00","없음","무료","","","","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=208"
"gwangju_tour","nature.cs:210","용진산","상시 개방","없음","무료","","","","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=210"
"gwangju_tour","nature.cs:27","용추계곡","하절기 : 04:00~17:00 동절기 : 04:00~16:00","통제기간은 무등산 국립공원 홈페이지 공지사항 참고","무료","없음","애견동반 불가능","","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=27"
"gwangju_tour","nature.cs:28","원효계곡","04:00~17:00(하절기:16:00)","통제기간은 무등산 국립공원 홈페이지 공지사항 참고","무료","없음","애견동반 불가능","안양사 : 1187","https://tour.gwangju.go.kr/home/tour/info/nature.cs?act=view&infoId=28"
"gwangju_tour","history.cs:1449","소심당 조아라기념관","","없음","","","","기독병원 : 금남55 학강초교 : 금남55 양림교 : 금남55 학강교 : 금남55","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1449"
"gwangju_tour","history.cs:137","약사암","05:00 ~ 18:30","없음","","주차시설 보유","","","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=137"
"gwangju_tour","history.cs:1254","양림동 선교사 묘지","","없음","","","","기독병원 : 금남55 서남대병원 : 금남55 KBC방송국 : 지원45 , 송암74 , 대촌170 , 수완12 , 매월06 , 진월07 향교 : 지원45 , 송암74 , 매월06 , 수완12 , 진월07","https://tour.gwangju.go.kr/home/tour/info/history.cs?act=view&infoId=1254"
